respondent_id,city,neighbourhood,migrant_status,age_group,country_of_origin,household_size_group,trust_police,trust_councillor,trust_mayor,trust_traditional_leaders,trust_local_people,trust_country_people_local,trust_neighbours,trust_service_providers,trust_religious_leaders,trust_other_religious_leaders,trust_business_people,trust_judges,belong_here,close_to_neighbours,neighbourhood_cares,future_in_neighbourhood,feel_supported,perceived_outsider,discrimination_gender,discrimination_religion,discrimination_ethnicity,discrimination_origin,discrimination_economic_status,discrimination_political,stay_or_go,plans_to_move_2_6_months,medium_term_goal,long_term_goal,moving_good_way_to_get_ahead
resp_1441,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,4–5,Yes,Mixed,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Mixed,No,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_1442,Johannesburg,Diepsloot,Born outside country,55+,South Africa,2–3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1443,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,1,Mixed,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1444,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,1,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
resp_1445,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within home country,Yes
resp_1446,Johannesburg,Diepsloot,Born in country,,Malawi,2–3,Yes,Mixed,Don't know,Don't know,Mixed,Mixed,Mixed,Yes,Don't know,Mixed,No,Mixed,No,Yes,No,No,No,Yes,Never,Never,Many times,Several times,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1447,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,2–3,Yes,Mixed,Mixed,Don't know,Mixed,Yes,Yes,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,Yes
resp_1448,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,2–3,Mixed,Mixed,Don't know,Don't know,Mixed,Mixed,Mixed,Yes,Yes,Mixed,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Several times,Never,Never,Never,Never,Stay in neighbourhood,No,Don't know,Don't know,No
resp_1449,Johannesburg,Diepsloot,Born in country,25–34,Lesotho,2–3,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Yes,No,No,No,No,Yes,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1450,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,6+,No,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move within city,Yes
resp_1451,Johannesburg,Diepsloot,Born outside country,45–54,South Africa,4–5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Mixed,Yes,Yes,Yes,No,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1452,Johannesburg,Diepsloot,Born outside country,55+,South Africa,4–5,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1453,Johannesburg,Diepsloot,Born outside country,55+,South Africa,2–3,No,No,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1454,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,1,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1455,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,6+,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Mixed,No,No,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move within home country,Yes
resp_1456,Johannesburg,Diepsloot,Born outside country,45–54,South Africa,2–3,No,Mixed,Mixed,Don't know,Yes,Yes,Mixed,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Many times,Once or twice,Once or twice,Once or twice,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1457,Johannesburg,Diepsloot,Born in country,25–34,Malawi,2–3,Yes,Don't know,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Once or twice,Once or twice,Several times,Several times,Once or twice,Never,Stay in neighbourhood,No,Stay here,Don't know,Yes
resp_1458,Johannesburg,Berea,Born in country,45–54,Democratic Republic of the Congo,4–5,No,Don't know,Don't know,Don't know,Mixed,Yes,Mixed,Mixed,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Several times,Never,Several times,Several times,Once or twice,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_1459,Johannesburg,Diepsloot,Born outside country,45–54,South Africa,1,Mixed,Mixed,Mixed,Don't know,No,Mixed,Mixed,Mixed,Yes,Mixed,Mixed,Mixed,No,No,No,No,No,No,Never,Once or twice,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within home country,No
resp_1460,Johannesburg,Diepsloot,Born in country,25–34,Ethiopia,1,Mixed,Don't know,Mixed,Don't know,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,No,Yes,No,Never,Never,Once or twice,Never,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_1461,Johannesburg,Diepsloot,Born outside country,35–44,South Africa,4–5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1462,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,4–5,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within home country,Yes
resp_1463,Johannesburg,Diepsloot,Born outside country,45–54,South Africa,2–3,Mixed,Mixed,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1464,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,4–5,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1465,Johannesburg,Diepsloot,Born in country,45–54,Ethiopia,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
resp_1466,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,2–3,No,No,No,No,Yes,Mixed,Mixed,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Never,Never,Never,Move within country,No,Stay here,Move within city,No
resp_1467,Johannesburg,Diepsloot,Born in country,35–44,Mozambique,2–3,Yes,No,No,No,Yes,Mixed,Mixed,Mixed,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,No
resp_1468,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,2–3,No,No,No,No,Mixed,Mixed,Mixed,No,No,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Move within city,Stay here,Yes
resp_1469,Johannesburg,Diepsloot,Born in country,25–34,Malawi,1,Mixed,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,No
resp_1470,Johannesburg,Diepsloot,Born outside country,35–44,South Africa,4–5,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_1471,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,6+,No,No,Don't know,Don't know,Yes,Yes,Yes,Mixed,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within city,Yes
resp_1472,Johannesburg,Diepsloot,Born in country,25–34,Mozambique,2–3,No,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Once or twice,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_1473,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,2–3,No,No,Yes,Don't know,Yes,Mixed,Yes,Yes,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Not applicable,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1474,Johannesburg,Diepsloot,Born in country,35–44,Mozambique,2–3,Mixed,No,Yes,No,No,No,Mixed,Yes,Yes,No,Mixed,Mixed,Yes,No,No,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1475,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,4–5,Mixed,Mixed,Yes,Don't know,Mixed,Mixed,Mixed,Yes,Don't know,Don't know,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,Don't know
resp_1476,Johannesburg,Berea,Born in country,25–34,Tanzania,1,Yes,No,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1477,Johannesburg,Berea,Born in country,18–24,Malawi,2–3,Yes,Don't know,Yes,Don't know,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Never,Never,Once or twice,Never,Once or twice,Never,Stay in neighbourhood,No,Return to origin community,Return to origin community,Yes
resp_1478,Johannesburg,Berea,Born in country,35–44,Zimbabwe,2–3,Yes,Mixed,Mixed,Yes,Yes,Mixed,Yes,Yes,Yes,Mixed,Yes,Yes,No,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move within city,No
resp_1479,Johannesburg,Berea,Born in country,25–34,Zimbabwe,1,No,No,Don't know,Don't know,Mixed,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Never,Never,Never,Many times,Never,Never,Leave country,No,Stay here,Move to third country,Yes
resp_1480,Johannesburg,Berea,Born outside country,25–34,Zimbabwe,2–3,No,Don't know,Don't know,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move within city,Yes
resp_1481,Johannesburg,Berea,Born outside country,18–24,South Africa,2–3,Yes,Yes,Yes,Don't know,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Never,Never,Once or twice,Once or twice,Once or twice,Never,Move within country,No,Stay here,Don't know,Yes
resp_1482,Johannesburg,Berea,Born outside country,25–34,South Africa,4–5,No,No,No,Don't know,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Never,Once or twice,Never,Never,Never,Never,Move within country,No,Move within city,Move within city,Yes
resp_1483,Johannesburg,Berea,Born outside country,25–34,Malawi,2–3,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within home country,Yes
resp_1484,Johannesburg,Berea,Born outside country,18–24,South Africa,2–3,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Stay here,No
resp_1485,Johannesburg,Berea,Born outside country,35–44,South Africa,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Mixed,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1486,Johannesburg,Berea,Born outside country,55+,South Africa,6+,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Not applicable,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1487,Johannesburg,Berea,Born outside country,25–34,Zimbabwe,6+,Yes,Don't know,Yes,Don't know,No,No,No,Mixed,Yes,No,Yes,Mixed,Yes,No,No,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1488,Johannesburg,Berea,Born outside country,25–34,South Africa,2–3,No,Mixed,Yes,Don't know,Mixed,Mixed,Mixed,Yes,Yes,No,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1489,Johannesburg,Berea,Born in country,18–24,Zimbabwe,2–3,Mixed,Don't know,Don't know,Don't know,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1490,Johannesburg,Berea,Born outside country,35–44,South Africa,2–3,Mixed,Don't know,Don't know,Don't know,Mixed,No,Mixed,Mixed,No,Mixed,Mixed,Mixed,Yes,No,No,No,No,No,Once or twice,Never,Never,Never,Once or twice,Never,Move within country,No,Stay here,Move within home country,No
resp_1491,Johannesburg,Berea,Born in country,25–34,Malawi,2–3,Mixed,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1492,Johannesburg,Berea,Born in country,25–34,Ethiopia,4–5,Mixed,Don't know,Don't know,Don't know,Mixed,Mixed,Mixed,Don't know,Yes,Yes,Yes,Mixed,No,No,No,No,No,Yes,Never,Once or twice,Once or twice,Several times,Never,Never,Leave country,No,Return to origin community,Return to origin community,Yes
resp_1493,Johannesburg,Berea,Born outside country,45–54,South Africa,2–3,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Several times,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1494,Johannesburg,Berea,Born outside country,55+,South Africa,6+,No,No,No,Don't know,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1495,Johannesburg,Berea,Born outside country,35–44,South Africa,2–3,Yes,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within city,No
resp_1496,Johannesburg,Berea,Born outside country,35–44,South Africa,2–3,No,Don't know,Don't know,No,No,No,No,No,No,No,Mixed,Don't know,Yes,Yes,Don't know,No,No,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move within city,Yes
resp_1497,Johannesburg,Berea,Born in country,35–44,Zimbabwe,2–3,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1498,Johannesburg,Berea,Born outside country,25–34,South Africa,4–5,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1499,Johannesburg,Berea,Born in country,35–44,Malawi,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1500,Johannesburg,Berea,Born outside country,25–34,South Africa,2–3,Mixed,Mixed,Mixed,Don't know,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Mixed,Mixed,Yes,Yes,Don't know,Yes,Yes,No,Once or twice,Once or twice,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,No
resp_1501,Johannesburg,Berea,Born outside country,55+,South Africa,2–3,No,No,Yes,Don't know,No,No,Yes,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
resp_1502,Johannesburg,Berea,Born outside country,45–54,South Africa,4–5,No,Don't know,Yes,No,Yes,Mixed,Mixed,Yes,Don't know,Don't know,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Don't know,Never,Never,Never,Never,Leave country,No,Stay here,Stay here,Yes
resp_1503,Johannesburg,Berea,Born in country,25–34,Tanzania,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Return to origin community,Move within home country,Yes
resp_1504,Johannesburg,Berea,Born in country,25–34,Democratic Republic of the Congo,2–3,Yes,Don't know,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,No,Don't know,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1505,Johannesburg,Berea,Born outside country,25–34,South Africa,1,Yes,No,No,Don't know,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Never,Never,Once or twice,Once or twice,Once or twice,Never,Move within country,No,Stay here,Move within city,Yes
resp_1506,Johannesburg,Berea,Born outside country,18–24,South Africa,2–3,Yes,Don't know,Yes,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Mixed,Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move within city,Yes
resp_1507,Johannesburg,Berea,Born outside country,18–24,South Africa,4–5,Mixed,Mixed,Mixed,Don't know,Mixed,Mixed,Mixed,Yes,No,No,Mixed,Yes,Yes,Yes,No,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,No
resp_1508,Johannesburg,Berea,Born in country,35–44,Democratic Republic of the Congo,2–3,No,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Once or twice,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1509,Johannesburg,Berea,Born in country,35–44,Lesotho,1,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1510,Johannesburg,Berea,Born in country,45–54,Malawi,1,Yes,Don't know,Don't know,Don't know,No,Yes,Mixed,Yes,Yes,Yes,Mixed,Mixed,No,Yes,No,No,No,Yes,Never,Once or twice,Several times,Once or twice,Once or twice,Never,Stay in neighbourhood,Yes,Return to origin community,Return to origin community,No
resp_1511,Johannesburg,Berea,Born in country,25–34,Democratic Republic of the Congo,1,Mixed,Don't know,Don't know,No,No,Mixed,Mixed,Yes,Yes,No,Yes,Don't know,Yes,Yes,No,Yes,Yes,No,Once or twice,Never,Never,Once or twice,Once or twice,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
resp_1512,Johannesburg,Berea,Born outside country,18–24,South Africa,4–5,Mixed,Mixed,No,No,No,Mixed,Yes,Yes,Yes,No,Mixed,No,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move within city,Yes
resp_1513,Johannesburg,Berea,Born outside country,55+,South Africa,6+,Yes,Yes,Yes,Yes,Yes,Don't know,No,Don't know,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Return to origin community,Return to origin community,Don't know
resp_1514,Johannesburg,Berea,Born outside country,25–34,South Africa,6+,Yes,No,No,Don't know,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1515,Johannesburg,Berea,Born outside country,18–24,South Africa,2–3,Don't know,Don't know,Don't know,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Return to origin community,Return to origin community,Yes
resp_1516,Johannesburg,Berea,Born outside country,35–44,South Africa,4–5,Yes,Yes,Yes,No,Don't know,Mixed,Yes,Yes,No,Don't know,Mixed,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Move within city,Yes
resp_1517,Johannesburg,Berea,Born in country,25–34,Democratic Republic of the Congo,2–3,Mixed,Don't know,Don't know,Don't know,Mixed,Mixed,Mixed,Yes,Yes,No,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Return to origin community,No
resp_1518,Johannesburg,Berea,Born outside country,35–44,South Africa,2–3,No,No,No,No,No,Mixed,Mixed,Mixed,Yes,No,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,No
resp_1519,Johannesburg,Berea,Born outside country,25–34,South Africa,2–3,Mixed,No,No,No,Mixed,Mixed,Mixed,Mixed,No,No,Mixed,Don't know,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_1520,Johannesburg,Berea,Born outside country,25–34,South Africa,2–3,Yes,Don't know,Don't know,Don't know,Mixed,No,No,Yes,Don't know,Mixed,Mixed,Mixed,Yes,Yes,No,Don't know,No,No,Never,Never,Never,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Move within home country,Yes
resp_1521,Johannesburg,Berea,Born outside country,18–24,South Africa,4–5,Mixed,Mixed,Mixed,Don't know,Mixed,Mixed,Mixed,Mixed,Yes,Mixed,Mixed,Mixed,Yes,No,No,Yes,No,No,Once or twice,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within home country,Yes
resp_1522,Johannesburg,Berea,Born outside country,35–44,South Africa,4–5,Yes,Don't know,Yes,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1523,Johannesburg,Berea,Born outside country,25–34,Mozambique,2–3,Yes,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Once or twice,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1524,Johannesburg,Berea,Born outside country,18–24,South Africa,1,Yes,Don't know,Yes,Don't know,Don't know,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,Yes
resp_1525,Johannesburg,Berea,Born outside country,18–24,South Africa,2–3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_1526,Johannesburg,Berea,Born outside country,25–34,South Africa,2–3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Once or twice,Never,Never,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Other,Yes
