respondent_id,city,neighbourhood,migrant_status,age_group,country_of_origin,household_size_group,trust_police,trust_councillor,trust_mayor,trust_traditional_leaders,trust_local_people,trust_country_people_local,trust_neighbours,trust_service_providers,trust_religious_leaders,trust_other_religious_leaders,trust_business_people,trust_judges,belong_here,close_to_neighbours,neighbourhood_cares,future_in_neighbourhood,feel_supported,perceived_outsider,discrimination_gender,discrimination_religion,discrimination_ethnicity,discrimination_origin,discrimination_economic_status,discrimination_political,stay_or_go,plans_to_move_2_6_months,medium_term_goal,long_term_goal,moving_good_way_to_get_ahead
resp_1346,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,1,No,No,No,No,No,Mixed,Mixed,No,Don't know,Don't know,Yes,Mixed,Yes,Yes,Yes,No,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1347,Johannesburg,Diepsloot,Born in country,45–54,Zimbabwe,2–3,Yes,No,No,No,Yes,Yes,Yes,Mixed,Yes,Don't know,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1348,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,2–3,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Move within country,No,Don't know,Other,Yes
resp_1349,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,1,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Yes,Mixed,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Several times,Never,Stay in neighbourhood,No,Don't know,Move within city,Yes
resp_1350,Johannesburg,Diepsloot,Born in country,55+,Nigeria,1,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Mixed,Mixed,No,Yes,Yes,No,Yes,No,Never,Never,Once or twice,Never,Never,Never,Leave country,Don't know,Don't know,Return to origin community,Yes
resp_1351,Johannesburg,Diepsloot,Born in country,18–24,Zimbabwe,2–3,Yes,Don't know,Don't know,Don't know,Yes,Mixed,Yes,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1352,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,1,Yes,Don't know,Don't know,Don't know,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Mixed,No,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within home country,Yes
resp_1353,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,1,Mixed,Don't know,Don't know,Don't know,Mixed,Mixed,Mixed,Mixed,No,No,No,No,Yes,No,No,Yes,No,No,Never,Never,Never,Never,Several times,Never,Stay in neighbourhood,No,Stay here,Don't know,No
resp_1354,Accra,Old Fadama,Born outside country,25–34,Ghana,1,No,No,No,No,Mixed,Mixed,Mixed,Mixed,No,Mixed,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1355,Accra,Madina,Born outside country,18–24,Ghana,6+,Don't know,Yes,Don't know,Don't know,Mixed,Mixed,Mixed,Yes,Yes,Don't know,Mixed,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Move to third country,Yes
resp_1356,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,2–3,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_1357,Johannesburg,Diepsloot,Born in country,55+,Zimbabwe,2–3,Mixed,No,No,Don't know,No,No,Mixed,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1358,Accra,James Town,Born outside country,18–24,Ghana,2–3,No,No,No,Don't know,No,No,No,Mixed,Don't know,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Once or twice,Stay in neighbourhood,Yes,Move within city,Move to third country,Yes
resp_1359,Accra,Old Fadama,Born outside country,18–24,Ghana,2–3,No,Mixed,Don't know,Mixed,No,Mixed,No,Yes,Yes,Mixed,No,Mixed,No,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Leave country,No,Move within city,Move within city,Yes
resp_1360,Accra,Old Fadama,Born outside country,18–24,Ghana,4–5,Yes,Mixed,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Mixed,Don't know,Yes,Yes,Yes,Yes,No,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,Don't know
resp_1361,Accra,Old Fadama,Born outside country,25–34,Ghana,4–5,No,No,No,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1362,Accra,James Town,Born outside country,55+,Ghana,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1363,Accra,James Town,Born in country,35–44,Nigeria,2–3,Mixed,Mixed,Mixed,Yes,Mixed,Mixed,Mixed,Yes,No,No,Mixed,Yes,No,Yes,No,Yes,No,Yes,Never,Never,Never,Once or twice,Several times,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_1364,Accra,Madina,Born outside country,25–34,Ghana,4–5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1365,Accra,James Town,Born outside country,25–34,Ghana,2–3,Yes,Yes,Yes,No,Don't know,No,No,Don't know,Yes,Don't know,Mixed,No,Yes,Yes,No,No,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,Yes,Move within home country,Move to third country,Yes
resp_1366,Accra,Madina,Born outside country,25–34,Ghana,6+,No,No,No,No,No,No,Mixed,No,Yes,Mixed,No,No,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move within city,No
resp_1367,Accra,Old Fadama,Born outside country,35–44,Ghana,4–5,Mixed,No,No,Yes,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Mixed,No,Yes,No,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1368,Accra,Old Fadama,Born outside country,18–24,Ghana,4–5,Mixed,Mixed,No,Yes,No,Mixed,Mixed,Mixed,Yes,Don't know,Mixed,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Don't know,Yes
resp_1369,Accra,Old Fadama,Born outside country,25–34,Ghana,4–5,No,No,No,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Yes,Mixed,No,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1370,Accra,James Town,Born outside country,25–34,Ghana,2–3,Mixed,Mixed,Mixed,No,Mixed,Mixed,Mixed,Mixed,Yes,No,Mixed,No,Yes,Yes,No,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1371,Accra,James Town,Born in country,55+,Niger,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_1372,Accra,Madina,Born outside country,18–24,Ghana,1,No,No,No,Mixed,Mixed,Mixed,Mixed,No,Yes,Mixed,Yes,No,Yes,Yes,No,Yes,No,No,Once or twice,Once or twice,Several times,Once or twice,Many times,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1373,Accra,Old Fadama,Born in country,35–44,Nigeria,1,No,No,No,No,No,No,No,Mixed,No,No,No,No,No,No,No,Yes,Yes,Yes,Never,Never,Once or twice,Once or twice,Never,Not applicable,Leave country,Yes,Move within city,Move within city,Yes
resp_1374,Accra,Madina,Born outside country,25–34,Ghana,1,Mixed,Mixed,Mixed,Don't know,No,Yes,No,No,Yes,Mixed,No,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Once or twice,Never,Never,Move within country,No,Stay here,Move to third country,Yes
resp_1375,Accra,James Town,Born in country,35–44,Nigeria,6+,Yes,Don't know,No,Mixed,Yes,Yes,Yes,Mixed,Yes,No,Mixed,No,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Once or twice,Once or twice,Never,Never,Move within country,No,Move within city,Move within city,Yes
resp_1376,Accra,Old Fadama,Born in country,25–34,Togo,1,No,Mixed,No,Yes,Mixed,Mixed,Mixed,Mixed,Don't know,No,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1377,Accra,James Town,Born outside country,18–24,Ghana,2–3,Yes,Mixed,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,No,Yes,Yes,No,Never,Never,Never,Never,Several times,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_1378,Accra,Madina,Born outside country,45–54,Ghana,6+,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Not applicable,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1379,Accra,James Town,Born outside country,45–54,Ghana,4–5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within city,Yes
resp_1380,Accra,Madina,Born outside country,25–34,Ghana,1,No,No,Don't know,No,Yes,Yes,Yes,Mixed,Yes,Don't know,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Several times,Several times,Stay in neighbourhood,No,Don't know,Don't know,Yes
resp_1381,Accra,Old Fadama,Born in country,35–44,Nigeria,1,No,Don't know,Don't know,Don't know,No,No,No,Mixed,Yes,Yes,Mixed,Don't know,No,No,No,No,Yes,Yes,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Don't know,Yes
resp_1382,Accra,Madina,Born outside country,18–24,Ghana,2–3,No,No,No,No,No,No,No,No,Yes,Mixed,No,No,Yes,Yes,Don't know,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Leave country,Yes,Move to third country,Move within city,Yes
resp_1383,Accra,Old Fadama,Born outside country,18–24,Ghana,2–3,Yes,No,No,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1384,Accra,James Town,Born in country,45–54,Other,2–3,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Never,Never,Never,Once or twice,Never,Never,Move within country,No,Stay here,Other,Yes
resp_1385,Accra,Old Fadama,Born outside country,18–24,Ghana,2–3,Yes,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Don't know
resp_1386,Accra,Madina,Born outside country,35–44,Ghana,6+,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Never,Never,Never,Not applicable,Never,Never,Move within country,No,Move within city,Move to third country,Yes
resp_1387,Accra,Madina,Born outside country,18–24,Ghana,2–3,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Move to third country,Yes
resp_1388,Accra,Old Fadama,Born in country,35–44,Nigeria,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1389,Accra,Madina,Born outside country,35–44,Ghana,2–3,No,No,No,No,Mixed,Mixed,Mixed,Yes,No,No,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Never,Once or twice,Never,Not applicable,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_1390,Accra,Madina,Born outside country,,Ghana,2–3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within city,Yes
resp_1391,Accra,Madina,Born outside country,25–34,Ghana,2–3,No,No,No,No,No,Mixed,Yes,Mixed,No,No,Yes,No,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Not applicable,Never,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_1392,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,2–3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Several times,Never,Move within country,No,Don't know,Move within city,Yes
resp_1393,Johannesburg,Diepsloot,Born outside country,35–44,South Africa,2–3,Mixed,Mixed,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,Yes
resp_1394,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,2–3,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Several times,Never,Never,Leave country,No,Move within city,Return to origin community,Yes
resp_1395,Johannesburg,Diepsloot,Born in country,25–34,Zimbabwe,4–5,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1396,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,1,No,No,No,No,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within city,Yes
resp_1397,Johannesburg,Diepsloot,Born in country,25–34,Zimbabwe,4–5,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Stay in neighbourhood,No,Move within city,Return to origin community,Yes
resp_1398,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,4–5,No,Yes,Don't know,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Stay here,Yes
resp_1399,Johannesburg,Diepsloot,Born in country,35–44,Zimbabwe,2–3,Yes,Don't know,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Return to origin community,Yes
resp_1400,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,1,No,No,No,No,Yes,Yes,Yes,Mixed,Don't know,Don't know,No,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Don't know,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1401,Johannesburg,Diepsloot,Born outside country,35–44,Mozambique,4–5,Yes,No,Yes,No,Yes,Yes,Yes,Mixed,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Other,Yes
resp_1402,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,6+,No,Don't know,Don't know,Don't know,Mixed,No,Mixed,Mixed,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Don't know,Move within home country,Yes
resp_1403,Johannesburg,Diepsloot,Born in country,25–34,Ethiopia,1,Mixed,Don't know,Don't know,Don't know,Mixed,Yes,Mixed,Yes,Yes,Yes,Yes,Mixed,No,Yes,No,Yes,No,Yes,Never,Never,Several times,Several times,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
resp_1404,Johannesburg,Diepsloot,Born in country,18–24,Zimbabwe,2–3,Yes,Yes,Yes,No,Don't know,Mixed,Mixed,Yes,Don't know,Don't know,Yes,No,No,Yes,Yes,No,Yes,No,Never,Never,Once or twice,Never,Never,Never,Leave country,No,Move within city,Move within city,Yes
resp_1405,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,4–5,No,No,No,No,No,Yes,Mixed,Yes,No,No,Mixed,Don't know,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Return to origin community,Yes
resp_1406,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,2–3,Yes,No,No,No,Yes,Yes,Yes,Mixed,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within home country,No
resp_1407,Johannesburg,Diepsloot,Born in country,55+,Mozambique,2–3,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1408,Johannesburg,Diepsloot,Born outside country,55+,South Africa,1,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,No
resp_1409,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,2–3,No,No,No,No,Mixed,Mixed,Mixed,No,No,No,No,No,Yes,Yes,Don't know,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,Yes,Move within city,Move within home country,Yes
resp_1410,Johannesburg,Diepsloot,Born in country,55+,Malawi,2–3,Mixed,No,No,No,No,Yes,Yes,Mixed,No,No,No,No,Yes,Yes,Don't know,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Stay in neighbourhood,No,Move within city,Move within home country,Yes
resp_1411,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,1,No,No,No,No,No,Yes,Mixed,Yes,Don't know,Mixed,Mixed,No,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Return to origin community,Return to origin community,Yes
resp_1412,Johannesburg,Diepsloot,Born in country,25–34,Ethiopia,1,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1413,Johannesburg,Diepsloot,Born in country,35–44,South Africa,1,No,No,No,Don't know,Yes,Yes,Yes,Don't know,Don't know,Don't know,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1414,Johannesburg,Diepsloot,Born outside country,25–34,Lesotho,1,No,No,No,Don't know,Yes,No,No,Yes,Yes,Don't know,Yes,No,Yes,No,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1415,Johannesburg,Diepsloot,Born outside country,35–44,South Africa,6+,No,No,Yes,Don't know,Yes,Yes,Yes,Yes,No,No,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1416,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,2–3,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Once or twice,Never,Never,Never,Once or twice,Never,Move within country,No,Other,Move within city,Yes
resp_1417,Johannesburg,Diepsloot,Born in country,35–44,South Africa,4–5,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,No,No,Mixed,Mixed,No,Yes,Yes,No,Yes,No,Once or twice,Never,Never,Never,Never,Never,Leave country,No,Stay here,Move within city,Yes
resp_1418,Johannesburg,Diepsloot,Born in country,25–34,Mozambique,2–3,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Once or twice,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1419,Johannesburg,Diepsloot,Born outside country,35–44,South Africa,4–5,No,No,Don't know,Don't know,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Never,Never,Never,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,Don't know
resp_1420,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,1,No,Don't know,Don't know,Don't know,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,Yes,No,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Stay here,Yes
resp_1421,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,2–3,Yes,Yes,Yes,Yes,No,Mixed,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within home country,Move within home country,Yes
resp_1422,Johannesburg,Diepsloot,Born outside country,35–44,South Africa,1,No,No,No,No,No,Mixed,Mixed,Mixed,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1423,Johannesburg,Diepsloot,Born in country,25–34,Lesotho,2–3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1424,Johannesburg,Diepsloot,Born in country,35–44,Ethiopia,1,Mixed,Yes,Mixed,Don't know,Mixed,Yes,Mixed,Yes,Don't know,Mixed,Mixed,Mixed,No,No,Yes,Yes,No,Yes,Never,Never,Several times,Several times,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Don't know
resp_1425,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,4–5,Mixed,Mixed,Mixed,Don't know,Mixed,Don't know,Mixed,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Move within country,No,Stay here,Don't know,Yes
resp_1426,Johannesburg,Diepsloot,Born in country,18–24,Other,2–3,No,No,Don't know,Don't know,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1427,Johannesburg,Diepsloot,Born outside country,55+,South Africa,6+,Yes,Yes,Mixed,Don't know,Yes,Yes,Yes,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within home country,Yes
resp_1428,Johannesburg,Diepsloot,Born outside country,55+,South Africa,1,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,No
resp_1429,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,4–5,No,Don't know,Don't know,Don't know,No,No,No,Yes,Yes,No,Yes,Mixed,Yes,Yes,No,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Stay here,Yes
resp_1430,Johannesburg,Diepsloot,Born in country,25–34,Mozambique,2–3,Yes,Don't know,Don't know,Don't know,Yes,Yes,Yes,Yes,Don't know,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Stay here,Yes
resp_1431,Johannesburg,Diepsloot,Born in country,25–34,Malawi,2–3,No,No,No,Don't know,Yes,Yes,Yes,Mixed,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Never,Never,Once or twice,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1432,Johannesburg,Diepsloot,Born outside country,35–44,South Africa,2–3,No,No,No,Don't know,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
resp_1433,Johannesburg,Diepsloot,Born in country,35–44,Mozambique,1,Yes,Yes,Mixed,Don't know,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Return to origin community,Yes
resp_1434,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,2–3,Yes,No,No,No,No,Mixed,Mixed,Yes,No,Mixed,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1435,Johannesburg,Diepsloot,Born in country,18–24,Mozambique,2–3,Yes,No,No,No,No,Mixed,No,Don't know,No,No,Mixed,Don't know,Yes,Yes,No,No,No,No,Not applicable,Never,Never,Never,Never,Never,Stay in neighbourhood,Don't know,Move to third country,Don't know,Yes
resp_1436,Johannesburg,Diepsloot,Born in country,45–54,Mozambique,1,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,No,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Don't know,No
resp_1437,Johannesburg,Diepsloot,Born outside country,25–34,South Africa,2–3,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1438,Johannesburg,Diepsloot,Born outside country,18–24,South Africa,2–3,No,No,No,No,Mixed,Yes,Mixed,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Move to third country,No
resp_1439,Johannesburg,Diepsloot,Born in country,25–34,Zimbabwe,2–3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Return to origin community,Yes
resp_1440,Johannesburg,Diepsloot,Born outside country,55+,South Africa,2–3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
