site_code,city,jhb_neighbourhood,accra_neighbourhood,nairobi_neighbourhood,age_group,gender,migrant_status,education_group,employment_status
287200,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Tertiary,Missing
287201,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Primary,Missing
287202,Accra,-1,Madina,-1,35-44,Male,Non-migrant,No formal schooling,Employed
287203,Johannesburg,Katlehong,-1,-1,25-34,Female,Non-migrant,Tertiary,Student
287205,Johannesburg,Katlehong,-1,-1,25-34,Male,Non-migrant,Secondary,Unemployed
287206,Johannesburg,Katlehong,-1,-1,35-44,Male,Migrant,Missing,Employed
287207,Johannesburg,Katlehong,-1,-1,45-54,Male,Migrant,Secondary,Missing
287208,Johannesburg,Katlehong,-1,-1,35-44,Female,Non-migrant,Missing,Employed
287209,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Tertiary,Missing
287212,Johannesburg,Katlehong,-1,-1,35-44,Female,Migrant,Primary,Unemployed
287215,Johannesburg,Katlehong,-1,-1,55+,Female,Non-migrant,Missing,Unemployed
287216,Johannesburg,Katlehong,-1,-1,25-34,Female,Non-migrant,Primary,Employed
287218,Johannesburg,Katlehong,-1,-1,55+,Female,Migrant,Secondary,Missing
287219,Johannesburg,Katlehong,-1,-1,18-24,Female,Non-migrant,Primary,Unemployed
287230,Johannesburg,Katlehong,-1,-1,25-34,Female,Migrant,Secondary,Unemployed
287231,Johannesburg,Katlehong,-1,-1,18-24,Female,Migrant,Missing,Student
287232,Johannesburg,Katlehong,-1,-1,25-34,Female,Migrant,Tertiary,Unemployed
287234,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Tertiary,Unemployed
287235,Accra,-1,Madina,-1,55+,Male,Migrant,Primary,Unemployed
287239,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Primary,Missing
287241,Johannesburg,Katlehong,-1,-1,45-54,Female,Migrant,Primary,Employed
287245,Accra,-1,James Town,-1,45-54,Female,Migrant,Secondary,Employed
287246,Accra,-1,James Town,-1,35-44,Male,Non-migrant,Primary,Missing
287249,Accra,-1,Old Fadama,-1,45-54,Male,Migrant,Primary,Employed
287259,Accra,-1,James Town,-1,35-44,Male,Migrant,Secondary,Employed
287261,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Tertiary,Missing
287264,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Primary,Employed
287273,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,No formal schooling,Employed
287278,Accra,-1,Madina,-1,25-34,Male,Non-migrant,Secondary,Missing
287281,Accra,-1,Madina,-1,55+,Male,Migrant,Secondary,Missing
287289,Accra,-1,James Town,-1,35-44,Male,Migrant,Primary,Missing
287298,Accra,-1,James Town,-1,25-34,Male,Non-migrant,Tertiary,Employed
287302,Accra,-1,Old Fadama,-1,35-44,Female,Non-migrant,Primary,Employed
287309,Accra,-1,James Town,-1,25-34,Female,Migrant,Primary,Missing
287313,Accra,-1,James Town,-1,45-54,Female,Non-migrant,Primary,Employed
287322,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,No formal schooling,Missing
287383,Accra,-1,Madina,-1,18-24,Female,Migrant,Secondary,Missing
287389,Accra,-1,James Town,-1,25-34,Female,Migrant,Primary,Missing
287390,Accra,-1,James Town,-1,25-34,Male,Migrant,Secondary,Employed
287391,Accra,-1,James Town,-1,18-24,Male,Migrant,Secondary,Missing
287392,Accra,-1,Madina,-1,35-44,Female,Migrant,Primary,Employed
287395,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Secondary,Unemployed
287398,Accra,-1,Madina,-1,55+,Male,Migrant,Secondary,Employed
287402,Accra,-1,Madina,-1,35-44,Male,Non-migrant,Secondary,Employed
287404,Accra,-1,James Town,-1,35-44,Male,Non-migrant,Primary,Missing
287405,Accra,-1,James Town,-1,18-24,Male,Non-migrant,No formal schooling,Missing
287406,Accra,-1,Madina,-1,25-34,Female,Migrant,Tertiary,Missing
287407,Accra,-1,Madina,-1,18-24,Male,Migrant,Secondary,Unemployed
287609,Accra,-1,Madina,-1,35-44,Female,Migrant,Secondary,Missing
287638,Johannesburg,Katlehong,-1,-1,55+,Male,Migrant,Primary,Unemployed
287639,Accra,-1,Madina,-1,25-34,Female,Migrant,Tertiary,Missing
287640,Johannesburg,Katlehong,-1,-1,25-34,Male,Non-migrant,Missing,Employed
287646,Accra,-1,Old Fadama,-1,25-34,Male,Non-migrant,Secondary,Employed
287649,Johannesburg,Katlehong,-1,-1,35-44,Male,Non-migrant,Secondary,Employed
287650,Accra,-1,James Town,-1,18-24,Female,Non-migrant,Primary,Employed
287654,Johannesburg,Katlehong,-1,-1,45-54,Male,Non-migrant,Primary,Employed
287655,Johannesburg,Katlehong,-1,-1,18-24,Male,Non-migrant,Primary,Employed
287662,Johannesburg,Katlehong,-1,-1,55+,Female,Non-migrant,Missing,Unemployed
287663,Johannesburg,Katlehong,-1,-1,25-34,Male,Non-migrant,Secondary,Missing
287664,Johannesburg,Katlehong,-1,-1,25-34,Male,Non-migrant,Missing,Employed
287665,Johannesburg,Katlehong,-1,-1,45-54,Female,Migrant,Secondary,Unemployed
287669,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Secondary,Employed
287671,Johannesburg,Katlehong,-1,-1,18-24,Male,Non-migrant,Missing,Employed
287672,Johannesburg,Katlehong,-1,-1,45-54,Female,Migrant,Missing,Employed
287676,Accra,-1,Madina,-1,45-54,Female,Migrant,Secondary,Employed
287677,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,No formal schooling,Missing
287681,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Missing,Unemployed
287682,Johannesburg,Katlehong,-1,-1,45-54,Male,Non-migrant,Primary,Employed
287683,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,Primary,Employed
287685,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,No formal schooling,Employed
287689,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Primary,Employed
287696,Accra,-1,James Town,-1,45-54,Male,Migrant,Primary,Unemployed
287699,Accra,-1,James Town,-1,25-34,Female,Non-migrant,Primary,Employed
287703,Accra,-1,Madina,-1,35-44,Female,Migrant,Tertiary,Employed
287705,Accra,-1,Old Fadama,-1,35-44,Female,Non-migrant,Secondary,Employed
287706,Accra,-1,Madina,-1,55+,Female,Migrant,Secondary,Missing
287707,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Secondary,Employed
287709,Accra,-1,James Town,-1,25-34,Female,Migrant,Primary,Missing
287711,Accra,-1,Madina,-1,55+,Female,Migrant,Secondary,Employed
287712,Accra,-1,Old Fadama,-1,25-34,Female,Non-migrant,Primary,Missing
287713,Accra,-1,Old Fadama,-1,18-24,Male,Migrant,Primary,Employed
287717,Accra,-1,James Town,-1,25-34,Female,Migrant,Primary,Missing
287724,Accra,-1,Madina,-1,45-54,Female,Migrant,Secondary,Employed
287725,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Primary,Missing
287726,Accra,-1,Madina,-1,45-54,Female,Migrant,No formal schooling,Unemployed
287727,Accra,-1,James Town,-1,35-44,Female,Migrant,Primary,Employed
287729,Accra,-1,James Town,-1,55+,Male,Migrant,Secondary,Unemployed
287751,Accra,-1,Old Fadama,-1,45-54,Male,Non-migrant,No formal schooling,Employed
287767,Accra,-1,James Town,-1,35-44,Female,Non-migrant,Primary,Employed
287769,Accra,-1,Madina,-1,35-44,Male,Migrant,Secondary,Employed
287770,Accra,-1,Old Fadama,-1,25-34,Female,Non-migrant,Secondary,Employed
287774,Accra,-1,Madina,-1,55+,Female,Migrant,Missing,Missing
287775,Accra,-1,James Town,-1,25-34,Male,Migrant,Primary,Missing
287780,Accra,-1,James Town,-1,35-44,Female,Migrant,Secondary,Employed
287781,Accra,-1,Madina,-1,25-34,Female,Non-migrant,Tertiary,Employed
287784,Accra,-1,James Town,-1,18-24,Male,Non-migrant,Primary,Employed
288052,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Primary,Missing
288073,Johannesburg,Diepsloot,-1,-1,35-44,Female,Migrant,Secondary,Employed
288074,Johannesburg,Diepsloot,-1,-1,45-54,Female,Migrant,Primary,Employed
288075,Johannesburg,Diepsloot,-1,-1,25-34,Female,Migrant,Secondary,Employed
288076,Johannesburg,Diepsloot,-1,-1,45-54,Female,Non-migrant,Primary,Missing
288077,Johannesburg,Diepsloot,-1,-1,25-34,Female,Migrant,Secondary,Unemployed
288078,Johannesburg,Diepsloot,-1,-1,35-44,Female,Migrant,Primary,Unemployed
288079,Johannesburg,Diepsloot,-1,-1,45-54,Female,Migrant,Missing,Unemployed
288080,Johannesburg,Diepsloot,-1,-1,25-34,Female,Non-migrant,Primary,Unemployed
288082,Johannesburg,Diepsloot,-1,-1,25-34,Female,Migrant,Secondary,Missing
288083,Johannesburg,Diepsloot,-1,-1,25-34,Female,Non-migrant,Missing,Missing
288084,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,No formal schooling,Missing
288086,Accra,-1,Madina,-1,18-24,Female,Migrant,Secondary,Student
288088,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Secondary,Employed
288091,Johannesburg,Diepsloot,-1,-1,45-54,Female,Non-migrant,Missing,Missing
288092,Johannesburg,Diepsloot,-1,-1,35-44,Female,Migrant,Secondary,Missing
288093,Johannesburg,Diepsloot,-1,-1,25-34,Female,Migrant,Primary,Unemployed
288094,Johannesburg,Diepsloot,-1,-1,35-44,Female,Migrant,Secondary,Employed
288096,Johannesburg,Diepsloot,-1,-1,25-34,Female,Non-migrant,Primary,Unemployed
288097,Johannesburg,Diepsloot,-1,-1,45-54,Female,Migrant,Primary,Employed
288098,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Tertiary,Missing
288099,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Primary,Missing
288114,Accra,-1,Madina,-1,55+,Female,Migrant,Primary,Employed
288120,Accra,-1,Madina,-1,18-24,Female,Migrant,Primary,Employed
288122,Accra,-1,Old Fadama,-1,35-44,Male,Migrant,Primary,Employed
288126,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Primary,Employed
288129,Accra,-1,Old Fadama,-1,25-34,Male,Non-migrant,No formal schooling,Employed
288139,Accra,-1,James Town,-1,25-34,Female,Non-migrant,Secondary,Employed
288141,Accra,-1,Old Fadama,-1,25-34,Male,Non-migrant,Primary,Employed
288151,Accra,-1,Madina,-1,55+,Male,Migrant,Secondary,Employed
288152,Accra,-1,Madina,-1,35-44,Male,Migrant,Primary,Missing
288154,Accra,-1,James Town,-1,18-24,Female,Migrant,No formal schooling,Missing
288155,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Primary,Missing
288157,Accra,-1,Old Fadama,-1,35-44,Male,Migrant,Secondary,Employed
288163,Accra,-1,Madina,-1,25-34,Female,Non-migrant,Secondary,Unemployed
288166,Accra,-1,James Town,-1,25-34,Male,Non-migrant,Secondary,Missing
288190,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Secondary,Missing
288193,Accra,-1,Madina,-1,35-44,Female,Migrant,Primary,Employed
288199,Accra,-1,Old Fadama,-1,35-44,Female,Non-migrant,No formal schooling,Employed
288200,Accra,-1,James Town,-1,25-34,Female,Migrant,Secondary,Missing
288201,Accra,-1,James Town,-1,45-54,Male,Non-migrant,Secondary,Employed
288205,Accra,-1,Madina,-1,45-54,Male,Migrant,Primary,Employed
288235,Accra,-1,James Town,-1,35-44,Male,Migrant,Secondary,Missing
288241,Accra,-1,James Town,-1,25-34,Male,Migrant,Secondary,Missing
288250,Accra,-1,Madina,-1,35-44,Female,Migrant,Primary,Employed
288253,Accra,-1,James Town,-1,18-24,Female,Non-migrant,No formal schooling,Missing
288255,Accra,-1,Madina,-1,25-34,Male,Migrant,Secondary,Missing
288257,Accra,-1,James Town,-1,18-24,Female,Migrant,Secondary,Employed
288258,Accra,-1,Madina,-1,25-34,Female,Migrant,Primary,Missing
288259,Accra,-1,Madina,-1,18-24,Female,Non-migrant,Secondary,Unemployed
288260,Accra,-1,James Town,-1,35-44,Male,Non-migrant,Secondary,Missing
288519,Accra,-1,Old Fadama,-1,35-44,Female,Non-migrant,Tertiary,Employed
288536,Accra,-1,Old Fadama,-1,25-34,Male,Non-migrant,Secondary,Employed
288540,Accra,-1,Old Fadama,-1,35-44,Male,Migrant,Primary,Employed
288542,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Secondary,Missing
288547,Accra,-1,James Town,-1,18-24,Female,Migrant,Primary,Employed
288562,Accra,-1,James Town,-1,35-44,Female,Non-migrant,Primary,Employed
288573,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Primary,Employed
288576,Accra,-1,Madina,-1,25-34,Male,Migrant,Secondary,Employed
288577,Accra,-1,Old Fadama,-1,35-44,Male,Migrant,Primary,Employed
288582,Accra,-1,James Town,-1,35-44,Male,Migrant,Secondary,Employed
288586,Accra,-1,Old Fadama,-1,18-24,Male,Non-migrant,Secondary,Missing
288590,Accra,-1,James Town,-1,18-24,Male,Non-migrant,Primary,Missing
288592,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,No formal schooling,Missing
288596,Accra,-1,James Town,-1,35-44,Female,Migrant,Secondary,Employed
288604,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,No formal schooling,Employed
288605,Accra,-1,Old Fadama,-1,45-54,Female,Non-migrant,No formal schooling,Employed
288609,Accra,-1,Madina,-1,25-34,Female,Non-migrant,Secondary,Employed
288614,Accra,-1,Madina,-1,25-34,Female,Non-migrant,Secondary,Employed
288622,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Secondary,Missing
288626,Accra,-1,James Town,-1,55+,Female,Non-migrant,No formal schooling,Missing
288627,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Secondary,Employed
288628,Accra,-1,James Town,-1,35-44,Male,Non-migrant,Primary,Employed
288665,Accra,-1,Old Fadama,-1,35-44,Female,Non-migrant,No formal schooling,Employed
288671,Accra,-1,Old Fadama,-1,25-34,Female,Non-migrant,Tertiary,Student
288672,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Secondary,Student
288674,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Secondary,Missing
288676,Accra,-1,James Town,-1,55+,Female,Non-migrant,No formal schooling,Unemployed
288692,Accra,-1,Madina,-1,25-34,Male,Migrant,Secondary,Missing
288693,Accra,-1,Madina,-1,25-34,Male,Non-migrant,Secondary,Employed
288694,Accra,-1,James Town,-1,35-44,Female,Migrant,Primary,Employed
288697,Accra,-1,Madina,-1,35-44,Female,Non-migrant,Secondary,Employed
288698,Accra,-1,James Town,-1,25-34,Female,Non-migrant,No formal schooling,Missing
288699,Accra,-1,Madina,-1,25-34,Female,Migrant,Primary,Missing
288700,Accra,-1,James Town,-1,55+,Female,Migrant,Primary,Employed
288702,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Primary,Missing
288711,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Primary,Missing
288712,Accra,-1,James Town,-1,35-44,Male,Non-migrant,Secondary,Missing
288713,Accra,-1,Madina,-1,25-34,Male,Migrant,Primary,Employed
288714,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Secondary,Missing
288723,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Primary,Employed
288988,Accra,-1,Old Fadama,-1,35-44,Male,Migrant,Primary,Missing
289013,Accra,-1,Old Fadama,-1,18-24,Male,Migrant,Primary,Missing
289015,Accra,-1,James Town,-1,25-34,Male,Non-migrant,Primary,Missing
289058,Accra,-1,Old Fadama,-1,45-54,Female,Non-migrant,No formal schooling,Employed
289075,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,No formal schooling,Employed
289078,Accra,-1,James Town,-1,35-44,Male,Non-migrant,Primary,Missing
289080,Accra,-1,James Town,-1,35-44,Female,Migrant,Primary,Employed
289083,Accra,-1,James Town,-1,35-44,Female,Non-migrant,Primary,Employed
289084,Accra,-1,James Town,-1,35-44,Male,Migrant,Tertiary,Missing
289086,Accra,-1,Madina,-1,35-44,Male,Migrant,Primary,Employed
289087,Accra,-1,Old Fadama,-1,35-44,Male,Non-migrant,Tertiary,Unemployed
289088,Accra,-1,Old Fadama,-1,25-34,Male,Non-migrant,Primary,Missing
289095,Accra,-1,James Town,-1,45-54,Male,Non-migrant,Primary,Employed
289096,Accra,-1,James Town,-1,35-44,Male,Non-migrant,Secondary,Employed
289097,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,No formal schooling,Missing
289098,Accra,-1,Madina,-1,45-54,Male,Non-migrant,Missing,Missing
289099,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Primary,Employed
289100,Accra,-1,James Town,-1,25-34,Male,Migrant,Primary,Missing
289101,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Employed
289102,Accra,-1,Old Fadama,-1,18-24,Male,Non-migrant,No formal schooling,Employed
289103,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Secondary,Student
289104,Accra,-1,Old Fadama,-1,18-24,Female,Non-migrant,Secondary,Unemployed
289105,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Secondary,Employed
289106,Accra,-1,James Town,-1,25-34,Male,Non-migrant,Secondary,Employed
289107,Accra,-1,Madina,-1,25-34,Male,Migrant,Secondary,Missing
289108,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,No formal schooling,Employed
289109,Accra,-1,Madina,-1,25-34,Male,Migrant,Tertiary,Missing
289110,Accra,-1,Madina,-1,25-34,Male,Non-migrant,Primary,Employed
289111,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Primary,Missing
289112,Accra,-1,Madina,-1,25-34,Female,Non-migrant,Secondary,Missing
289113,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Primary,Employed
289114,Accra,-1,Madina,-1,25-34,Male,Non-migrant,Tertiary,Employed
289115,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Primary,Missing
289116,Accra,-1,Madina,-1,25-34,Male,Migrant,Secondary,Missing
289117,Accra,-1,Madina,-1,25-34,Female,Migrant,Primary,Unemployed
289330,Accra,-1,Old Fadama,-1,35-44,Male,Migrant,Primary,Employed
289361,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,No formal schooling,Missing
289365,Johannesburg,Diepsloot,-1,-1,55+,Female,Non-migrant,Primary,Employed
289366,Johannesburg,Diepsloot,-1,-1,45-54,Male,Migrant,Secondary,Employed
289367,Johannesburg,Diepsloot,-1,-1,35-44,Male,Migrant,Secondary,Unemployed
289368,Johannesburg,Diepsloot,-1,-1,45-54,Male,Non-migrant,Primary,Employed
289379,Accra,-1,Madina,-1,25-34,Female,Non-migrant,Primary,Employed
289380,Johannesburg,Diepsloot,-1,-1,25-34,Female,Non-migrant,Secondary,Student
289381,Johannesburg,Diepsloot,-1,-1,55+,Female,Non-migrant,Missing,Missing
289382,Johannesburg,Diepsloot,-1,-1,35-44,Male,Migrant,Missing,Unemployed
289390,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,No formal schooling,Employed
289393,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Primary,Missing
289399,Johannesburg,Diepsloot,-1,-1,45-54,Male,Non-migrant,Primary,Employed
289400,Johannesburg,Diepsloot,-1,-1,35-44,Female,Migrant,Primary,Unemployed
289401,Johannesburg,Diepsloot,-1,-1,25-34,Female,Migrant,Primary,Unemployed
289402,Accra,-1,Madina,-1,25-34,Male,Migrant,Primary,Missing
289403,Johannesburg,Diepsloot,-1,-1,35-44,Female,Migrant,Secondary,Missing
289404,Johannesburg,Diepsloot,-1,-1,25-34,Male,Non-migrant,Primary,Employed
289405,Johannesburg,Diepsloot,-1,-1,35-44,Female,Migrant,Secondary,Employed
289408,Johannesburg,Diepsloot,-1,-1,25-34,Female,Migrant,Tertiary,Missing
289409,Johannesburg,Diepsloot,-1,-1,45-54,Female,Migrant,Secondary,Missing
289413,Johannesburg,Diepsloot,-1,-1,45-54,Female,Non-migrant,Primary,Missing
289414,Johannesburg,Diepsloot,-1,-1,25-34,Male,Migrant,Secondary,Employed
289415,Johannesburg,Diepsloot,-1,-1,55+,Male,Migrant,No formal schooling,Unemployed
289416,Johannesburg,Diepsloot,-1,-1,18-24,Female,Non-migrant,Missing,Unemployed
289417,Johannesburg,Diepsloot,-1,-1,35-44,Male,Migrant,Missing,Unemployed
289418,Johannesburg,Diepsloot,-1,-1,25-34,Male,Migrant,Missing,Unemployed
289419,Johannesburg,Diepsloot,-1,-1,25-34,Male,Migrant,Secondary,Unemployed
289424,Accra,-1,James Town,-1,55+,Female,Migrant,Primary,Missing
289425,Accra,-1,James Town,-1,25-34,Female,Non-migrant,Missing,Unemployed
289428,Accra,-1,Madina,-1,35-44,Female,Non-migrant,Tertiary,Employed
289432,Accra,-1,James Town,-1,35-44,Male,Non-migrant,Secondary,Employed
289447,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Secondary,Missing
289449,Accra,-1,Old Fadama,-1,18-24,Male,Migrant,Primary,Missing
289455,Accra,-1,Madina,-1,25-34,Female,Migrant,Primary,Employed
289456,Accra,-1,James Town,-1,25-34,Female,Non-migrant,Missing,Unemployed
289460,Accra,-1,Old Fadama,-1,45-54,Male,Non-migrant,Primary,Employed
289461,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,Secondary,Employed
289467,Accra,-1,James Town,-1,25-34,Female,Non-migrant,Secondary,Employed
289481,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Secondary,Employed
289484,Accra,-1,James Town,-1,35-44,Female,Non-migrant,Secondary,Employed
289489,Accra,-1,James Town,-1,25-34,Female,Migrant,Missing,Missing
289516,Accra,-1,Madina,-1,25-34,Male,Migrant,Primary,Missing
289517,Accra,-1,James Town,-1,25-34,Female,Migrant,Secondary,Employed
289525,Accra,-1,Old Fadama,-1,35-44,Male,Non-migrant,No formal schooling,Employed
289526,Accra,-1,Madina,-1,18-24,Female,Non-migrant,No formal schooling,Employed
289537,Accra,-1,Madina,-1,25-34,Male,Migrant,Secondary,Employed
289538,Accra,-1,Madina,-1,35-44,Female,Non-migrant,Secondary,Employed
289539,Accra,-1,James Town,-1,25-34,Male,Non-migrant,Secondary,Missing
289540,Accra,-1,Old Fadama,-1,25-34,Male,Non-migrant,Primary,Employed
289541,Accra,-1,James Town,-1,35-44,Female,Migrant,Secondary,Employed
289542,Accra,-1,James Town,-1,45-54,Female,Non-migrant,Primary,Employed
289543,Accra,-1,James Town,-1,25-34,Female,Migrant,Secondary,Missing
289544,Accra,-1,Old Fadama,-1,25-34,Female,Non-migrant,Secondary,Employed
289545,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Primary,Employed
289546,Accra,-1,Madina,-1,45-54,Female,Migrant,Primary,Missing
289550,Accra,-1,Madina,-1,45-54,Male,Migrant,Secondary,Employed
289551,Accra,-1,Madina,-1,45-54,Male,Migrant,Tertiary,Employed
289552,Accra,-1,James Town,-1,25-34,Female,Non-migrant,Primary,Missing
289555,Accra,-1,Madina,-1,18-24,Male,Migrant,Secondary,Missing
289556,Accra,-1,James Town,-1,25-34,Male,Non-migrant,No formal schooling,Missing
289557,Accra,-1,Madina,-1,25-34,Male,Migrant,Secondary,Employed
289558,Accra,-1,James Town,-1,25-34,Female,Non-migrant,Primary,Missing
289764,Accra,-1,James Town,-1,45-54,Male,Migrant,Secondary,Missing
289781,Accra,-1,James Town,-1,35-44,Female,Migrant,Secondary,Employed
289803,Accra,-1,Madina,-1,18-24,Male,Migrant,Secondary,Missing
289823,Accra,-1,James Town,-1,45-54,Male,Migrant,Missing,Employed
289831,Accra,-1,Old Fadama,-1,18-24,Male,Migrant,Secondary,Employed
289854,Accra,-1,James Town,-1,25-34,Male,Migrant,Secondary,Missing
289855,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,No formal schooling,Employed
289857,Johannesburg,Diepsloot,-1,-1,18-24,Male,Non-migrant,Primary,Employed
289858,Johannesburg,Diepsloot,-1,-1,55+,Female,Migrant,Primary,Missing
289859,Johannesburg,Diepsloot,-1,-1,25-34,Male,Non-migrant,Secondary,Missing
289862,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Primary,Employed
289864,Johannesburg,Diepsloot,-1,-1,18-24,Female,Migrant,Missing,Missing
289865,Johannesburg,Diepsloot,-1,-1,35-44,Male,Non-migrant,Secondary,Employed
289866,Johannesburg,Diepsloot,-1,-1,45-54,Female,Non-migrant,Missing,Employed
289867,Johannesburg,Diepsloot,-1,-1,35-44,Female,Migrant,Primary,Unemployed
289868,Johannesburg,Diepsloot,-1,-1,25-34,Male,Non-migrant,Secondary,Unemployed
289869,Johannesburg,Diepsloot,-1,-1,18-24,Female,Migrant,Secondary,Student
289870,Johannesburg,Diepsloot,-1,-1,18-24,Female,Migrant,Secondary,Unemployed
289871,Johannesburg,Diepsloot,-1,-1,18-24,Male,Migrant,Secondary,Missing
289872,Johannesburg,Diepsloot,-1,-1,45-54,Male,Non-migrant,Primary,Missing
