site_code,city,jhb_neighbourhood,accra_neighbourhood,nairobi_neighbourhood,age_group,gender,migrant_status,education_group,employment_status
276785,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Missing,Missing
276788,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Missing,Missing
276802,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Tertiary,Missing
276814,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Missing,Missing
276822,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Tertiary,Missing
276931,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Missing,Missing
276932,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Primary,Missing
276934,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Missing,Missing
276935,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Tertiary,Missing
277079,Nairobi,-1,-1,Kawangware,55+,Female,Migrant,Missing,Employed
277213,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Primary,Missing
277290,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Secondary,Employed
277291,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Missing,Unemployed
277321,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Secondary,Employed
277354,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Secondary,Employed
277372,Nairobi,-1,-1,Kawangware,25-34,Female,Non-migrant,Primary,Unemployed
277374,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Missing,Student
277415,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Primary,Missing
277420,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Primary,Missing
277424,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Primary,Unemployed
277425,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Secondary,Missing
277426,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Tertiary,Missing
277444,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Tertiary,Missing
277446,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Secondary,Employed
277459,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Tertiary,Unemployed
277462,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Tertiary,Employed
277933,Accra,-1,Madina,-1,35-44,Male,Migrant,Primary,Employed
278053,Accra,-1,Madina,-1,55+,Male,Migrant,Primary,Missing
278067,Accra,-1,Madina,-1,55+,Female,Migrant,Primary,Missing
278075,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Missing,Employed
278076,Accra,-1,Madina,-1,18-24,Male,Migrant,Primary,Missing
278077,Accra,-1,Madina,-1,55+,Male,Migrant,Secondary,Missing
278081,Accra,-1,Madina,-1,35-44,Male,Non-migrant,Secondary,Employed
278084,Accra,-1,Madina,-1,55+,Male,Migrant,Primary,Missing
278086,Accra,-1,Madina,-1,35-44,Female,Migrant,Primary,Employed
278087,Accra,-1,Madina,-1,35-44,Male,Non-migrant,Primary,Missing
278252,Nairobi,-1,-1,Kawangware,35-44,Male,Non-migrant,Secondary,Employed
278253,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Tertiary,Employed
278259,Nairobi,-1,-1,Kawangware,35-44,Female,Non-migrant,Secondary,Missing
278260,Nairobi,-1,-1,Kawangware,55+,Male,Non-migrant,Tertiary,Missing
278262,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Secondary,Missing
278267,Nairobi,-1,-1,Kawangware,35-44,Female,Non-migrant,Primary,Unemployed
278268,Nairobi,-1,-1,Kawangware,55+,Male,Migrant,Primary,Unemployed
278269,Nairobi,-1,-1,Kawangware,25-34,Female,Non-migrant,Secondary,Unemployed
278270,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Secondary,Unemployed
278276,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Secondary,Missing
278279,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Secondary,Unemployed
278295,Nairobi,-1,-1,Kawangware,35-44,Female,Migrant,Primary,Unemployed
278300,Nairobi,-1,-1,Kawangware,18-24,Female,Non-migrant,Primary,Missing
278309,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Secondary,Employed
278313,Nairobi,-1,-1,Kawangware,35-44,Female,Non-migrant,Tertiary,Employed
278314,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Secondary,Employed
278318,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Primary,Unemployed
278321,Nairobi,-1,-1,Kawangware,18-24,Female,Non-migrant,Primary,Unemployed
278322,Nairobi,-1,-1,Kawangware,55+,Male,Migrant,Primary,Missing
278323,Nairobi,-1,-1,Kawangware,45-54,Female,Migrant,Primary,Employed
278324,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Secondary,Unemployed
278326,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Tertiary,Missing
278330,Nairobi,-1,-1,Kawangware,45-54,Female,Migrant,Missing,Unemployed
278340,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Primary,Unemployed
278347,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Secondary,Employed
278348,Nairobi,-1,-1,Kawangware,45-54,Female,Non-migrant,Primary,Missing
278349,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Secondary,Student
278358,Nairobi,-1,-1,Kawangware,35-44,Female,Migrant,Primary,Unemployed
278359,Nairobi,-1,-1,Kawangware,55+,Male,Migrant,Primary,Employed
278360,Nairobi,-1,-1,Kawangware,18-24,Female,Non-migrant,Primary,Missing
278373,Nairobi,-1,-1,Kawangware,45-54,Male,Migrant,Secondary,Missing
278377,Nairobi,-1,-1,Kawangware,35-44,Female,Migrant,Primary,Unemployed
278384,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Tertiary,Missing
278385,Nairobi,-1,-1,Kawangware,55+,Male,Migrant,Primary,Unemployed
278386,Accra,-1,Madina,-1,55+,Female,Migrant,Secondary,Missing
278387,Accra,-1,Madina,-1,45-54,Female,Migrant,Secondary,Missing
278388,Accra,-1,Madina,-1,25-34,Female,Non-migrant,Secondary,Unemployed
278391,Nairobi,-1,-1,Kawangware,45-54,Female,Migrant,Primary,Employed
278393,Nairobi,-1,-1,Kawangware,35-44,Female,Non-migrant,No formal schooling,Employed
278394,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Primary,Missing
278399,Nairobi,-1,-1,Kawangware,18-24,Female,Non-migrant,Secondary,Missing
278404,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Secondary,Unemployed
278407,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Secondary,Missing
278408,Nairobi,-1,-1,Kawangware,25-34,Female,Non-migrant,Tertiary,Employed
278409,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Secondary,Unemployed
278412,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,No formal schooling,Unemployed
278415,Nairobi,-1,-1,Kawangware,45-54,Male,Migrant,Primary,Unemployed
278416,Nairobi,-1,-1,Kawangware,45-54,Female,Non-migrant,Primary,Employed
278417,Nairobi,-1,-1,Kawangware,25-34,Female,Non-migrant,Primary,Missing
278419,Nairobi,-1,-1,Kawangware,35-44,Male,Non-migrant,Primary,Missing
278420,Nairobi,-1,-1,Kawangware,45-54,Female,Non-migrant,Primary,Unemployed
278435,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Secondary,Missing
278441,Nairobi,-1,-1,Kawangware,45-54,Female,Non-migrant,Missing,Missing
278442,Nairobi,-1,-1,Kawangware,35-44,Female,Migrant,Secondary,Missing
278444,Nairobi,-1,-1,Kawangware,45-54,Male,Non-migrant,Primary,Missing
279279,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Secondary,Employed
279386,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Primary,Missing
279403,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Missing,Missing
279404,Nairobi,-1,-1,Kawangware,25-34,Female,Non-migrant,Primary,Employed
279410,Nairobi,-1,-1,Kawangware,55+,Male,Migrant,Primary,Employed
279416,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Secondary,Missing
279419,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Primary,Employed
279420,Nairobi,-1,-1,Kawangware,25-34,Female,Non-migrant,No formal schooling,Employed
279421,Nairobi,-1,-1,Kawangware,55+,Male,Migrant,Secondary,Unemployed
279425,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Secondary,Employed
279427,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Secondary,Unemployed
279429,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Secondary,Missing
279440,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Tertiary,Missing
279443,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Tertiary,Unemployed
279452,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Tertiary,Unemployed
279454,Nairobi,-1,-1,Kayole,45-54,Male,Non-migrant,No formal schooling,Employed
279458,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Primary,Missing
279470,Johannesburg,Berea,-1,-1,18-24,Female,Migrant,Missing,Missing
279477,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Secondary,Missing
279478,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Tertiary,Employed
279479,Nairobi,-1,-1,Kawangware,35-44,Female,Migrant,Primary,Missing
279489,Nairobi,-1,-1,Kawangware,35-44,Female,Migrant,Secondary,Employed
279490,Nairobi,-1,-1,Kawangware,35-44,Female,Migrant,Secondary,Employed
279504,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Secondary,Unemployed
279519,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Secondary,Missing
279523,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Primary,Employed
279527,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Secondary,Missing
279532,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Primary,Employed
279537,Nairobi,-3,-3,-3,25-34,Other / Missing,Migrant,Tertiary,Missing
279552,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Primary,Missing
279554,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Secondary,Missing
279574,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Secondary,Missing
279582,Nairobi,-1,-1,Kawangware,35-44,Female,Migrant,Primary,Employed
279583,Nairobi,-1,-1,Kawangware,55+,Female,Migrant,Primary,Unemployed
279585,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Tertiary,Employed
279607,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Secondary,Unemployed
279617,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Missing,Student
279618,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Secondary,Unemployed
279619,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Secondary,Employed
279627,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Tertiary,Employed
279630,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Secondary,Student
279631,Nairobi,-1,-1,Kawangware,55+,Female,Migrant,Primary,Unemployed
279635,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Primary,Employed
279637,Accra,-1,Madina,-1,45-54,Female,Migrant,Primary,Unemployed
279649,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Secondary,Missing
279652,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Secondary,Unemployed
279658,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Tertiary,Missing
279661,Accra,-1,Madina,-1,35-44,Female,Migrant,Secondary,Missing
279700,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Secondary,Unemployed
279704,Accra,-1,Madina,-1,45-54,Male,Migrant,Tertiary,Missing
279793,Accra,-1,Madina,-1,55+,Male,Migrant,Missing,Missing
279890,Nairobi,-1,-1,Kawangware,25-34,Female,Non-migrant,Tertiary,Employed
279892,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Tertiary,Missing
279894,Nairobi,-1,-1,Kawangware,35-44,Female,Migrant,Secondary,Missing
280105,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Secondary,Student
280106,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Secondary,Missing
280108,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Tertiary,Employed
280113,Nairobi,-1,-1,Kawangware,18-24,Male,Non-migrant,Primary,Student
280116,Nairobi,-1,-1,Kawangware,25-34,Male,Non-migrant,Missing,Missing
280117,Nairobi,-1,-1,Kawangware,18-24,Male,Non-migrant,Missing,Missing
280120,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Secondary,Employed
280130,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Tertiary,Missing
280133,Nairobi,-1,-1,Kawangware,18-24,Female,Non-migrant,Primary,Unemployed
280135,Nairobi,-1,-1,Kawangware,18-24,Female,Non-migrant,Primary,Student
280136,Nairobi,-1,-1,Kawangware,18-24,Female,Non-migrant,Primary,Student
280137,Nairobi,-1,-1,Kawangware,18-24,Male,Non-migrant,Missing,Student
280139,Nairobi,-1,-1,Kawangware,18-24,Male,Non-migrant,Missing,Missing
280146,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Primary,Employed
280148,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Primary,Employed
280154,Nairobi,-1,-1,Kawangware,18-24,Female,Non-migrant,Secondary,Unemployed
280159,Nairobi,-1,-1,Kawangware,18-24,Female,Non-migrant,Secondary,Unemployed
280173,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Tertiary,Missing
280174,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Tertiary,Missing
280175,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Tertiary,Missing
280187,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Secondary,Unemployed
280201,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Primary,Employed
280211,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Primary,Student
280212,Nairobi,-1,-1,Kawangware,25-34,Female,Non-migrant,Secondary,Unemployed
280215,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Secondary,Missing
280220,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Tertiary,Missing
280247,Nairobi,-1,-1,Kawangware,35-44,Female,Migrant,Primary,Missing
280251,Nairobi,-1,-1,Kawangware,55+,Male,Non-migrant,Secondary,Employed
280253,Nairobi,-1,-1,Kawangware,35-44,Female,Migrant,Secondary,Employed
280257,Nairobi,-1,-1,Kawangware,25-34,Female,Non-migrant,Primary,Missing
280258,Accra,-1,Madina,-1,35-44,Female,Migrant,Primary,Unemployed
280261,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Primary,Unemployed
280265,Nairobi,-1,-1,Kawangware,35-44,Female,Migrant,Secondary,Employed
280270,Accra,-1,Madina,-1,18-24,Female,Migrant,Primary,Missing
280273,Accra,-1,Madina,-1,55+,Female,Non-migrant,Primary,Employed
280285,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Secondary,Unemployed
280291,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Secondary,Unemployed
280302,Nairobi,-1,-1,Kawangware,55+,Male,Migrant,Secondary,Missing
280307,Nairobi,-1,-1,Kawangware,18-24,Male,Non-migrant,Primary,Missing
280312,Nairobi,-1,-1,Kawangware,55+,Female,Non-migrant,Primary,Missing
280315,Nairobi,-1,-1,Kawangware,55+,Male,Migrant,Primary,Unemployed
280316,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Primary,Unemployed
280330,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Tertiary,Unemployed
280337,Accra,-1,Madina,-1,45-54,Male,Non-migrant,Secondary,Missing
280340,Nairobi,-1,-1,Kawangware,45-54,Female,Non-migrant,Primary,Employed
280406,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Secondary,Employed
280446,Nairobi,-1,-1,Kawangware,55+,Male,Migrant,Primary,Employed
280487,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Primary,Missing
280566,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Secondary,Employed
280700,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Primary,Unemployed
280709,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Primary,Unemployed
280716,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Primary,Employed
280717,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Secondary,Missing
280720,Nairobi,-1,-1,Kawangware,45-54,Female,Migrant,Secondary,Missing
280721,Nairobi,-1,-1,Kawangware,35-44,Female,Non-migrant,Primary,Missing
280722,Nairobi,-1,-1,Kawangware,45-54,Female,Migrant,Primary,Missing
280723,Nairobi,-1,-1,Kawangware,55+,Female,Non-migrant,Primary,Employed
280725,Johannesburg,Berea,-1,-1,35-44,Female,Non-migrant,Primary,Employed
280729,Nairobi,-1,-1,Kawangware,35-44,Male,Non-migrant,Secondary,Missing
280738,Nairobi,-1,-1,Kawangware,35-44,Female,Non-migrant,Primary,Missing
280745,Nairobi,-1,-1,Kawangware,45-54,Female,Non-migrant,Primary,Missing
280747,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Primary,Missing
280750,Nairobi,-1,-1,Kawangware,18-24,Male,Non-migrant,Primary,Employed
280752,Nairobi,-1,-1,Kawangware,55+,Male,Migrant,Secondary,Missing
280754,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Secondary,Unemployed
280761,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Primary,Missing
280773,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Secondary,Missing
280774,Nairobi,-1,-1,Kawangware,45-54,Male,Non-migrant,No formal schooling,Missing
280776,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Tertiary,Unemployed
280778,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Missing,Employed
280784,Nairobi,-1,-1,Kawangware,35-44,Female,Migrant,Secondary,Missing
280787,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Missing,Missing
280798,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Tertiary,Missing
280799,Nairobi,-1,-1,Kawangware,35-44,Male,Migrant,Secondary,Employed
280811,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Missing,Student
280819,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Secondary,Missing
280821,Nairobi,-1,-1,Kawangware,18-24,Male,Non-migrant,Missing,Missing
280823,Nairobi,-1,-1,Kawangware,35-44,Female,Non-migrant,Secondary,Employed
280829,Nairobi,-1,-1,Kawangware,25-34,Female,Migrant,Secondary,Employed
280836,Nairobi,-1,-1,Kawangware,45-54,Female,Migrant,Primary,Unemployed
280847,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Secondary,Employed
280851,Nairobi,-1,-1,Kawangware,25-34,Female,Non-migrant,Primary,Unemployed
280853,Nairobi,-1,-1,Kawangware,18-24,Male,Migrant,Secondary,Missing
280854,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Primary,Employed
280856,Nairobi,-1,-1,Kawangware,25-34,Female,Non-migrant,Secondary,Employed
280857,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Secondary,Missing
280861,Johannesburg,Berea,-1,-1,35-44,Female,Non-migrant,Primary,Employed
280863,Johannesburg,Berea,-1,-1,35-44,Male,Non-migrant,Secondary,Missing
280866,Johannesburg,Berea,-1,-1,25-34,Male,Non-migrant,Secondary,Employed
280871,Johannesburg,Berea,-1,-1,35-44,Male,Non-migrant,Secondary,Employed
280872,Johannesburg,Berea,-1,-1,35-44,Female,Migrant,Secondary,Employed
280873,Johannesburg,Berea,-1,-1,25-34,Female,Migrant,Secondary,Unemployed
280874,Johannesburg,Berea,-1,-1,25-34,Male,Non-migrant,Primary,Missing
280875,Johannesburg,Berea,-1,-1,18-24,Male,Non-migrant,Primary,Employed
280876,Johannesburg,Berea,-1,-1,25-34,Male,Non-migrant,Missing,Missing
280877,Johannesburg,Berea,-1,-1,25-34,Male,Non-migrant,Secondary,Employed
280881,Johannesburg,Berea,-1,-1,25-34,Male,Non-migrant,Missing,Employed
280887,Nairobi,-1,-1,Kawangware,18-24,Female,Migrant,Secondary,Missing
280901,Nairobi,-1,-1,Kawangware,25-34,Male,Migrant,Missing,Missing
281912,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Tertiary,Employed
281916,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Secondary,Missing
281918,Nairobi,-1,-1,Kayole,35-44,Male,Non-migrant,Secondary,Employed
281919,Nairobi,-1,-1,Kayole,45-54,Male,Migrant,Secondary,Employed
281920,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Secondary,Employed
281926,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Primary,Employed
281936,Nairobi,-1,-1,Kayole,35-44,Male,Non-migrant,Tertiary,Employed
281940,Nairobi,-1,-1,Kayole,45-54,Female,Migrant,Primary,Employed
281942,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Secondary,Missing
281943,Nairobi,-1,-1,Kayole,25-34,Male,Non-migrant,Secondary,Employed
281944,Nairobi,-1,-1,Kayole,25-34,Male,Non-migrant,Primary,Missing
281954,Nairobi,-1,-1,Kayole,18-24,Female,Migrant,Secondary,Unemployed
281956,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Secondary,Missing
281957,Nairobi,-1,-1,Kayole,25-34,Male,Non-migrant,Tertiary,Employed
281958,Nairobi,-1,-1,Kayole,45-54,Female,Migrant,Primary,Employed
281972,Accra,-1,Madina,-1,45-54,Male,Migrant,Tertiary,Missing
281973,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Tertiary,Unemployed
281975,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Secondary,Employed
281977,Nairobi,-1,-1,Kayole,45-54,Female,Migrant,Primary,Employed
281979,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Tertiary,Unemployed
281985,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Tertiary,Student
281986,Accra,-1,Madina,-1,25-34,Male,Migrant,Tertiary,Missing
281993,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Tertiary,Employed
281996,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Employed
281997,Accra,-1,Madina,-1,55+,Male,Migrant,Tertiary,Missing
281998,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Tertiary,Unemployed
281999,Nairobi,-1,-1,Kayole,25-34,Male,Non-migrant,Tertiary,Employed
282001,Johannesburg,Katlehong,-1,-1,55+,Female,Migrant,Primary,Unemployed
282002,Accra,-1,Madina,-1,25-34,Male,Migrant,Tertiary,Missing
282008,Accra,-1,Madina,-1,18-24,Female,Migrant,Primary,Missing
282010,Nairobi,-1,-1,Kayole,25-34,Male,Non-migrant,Secondary,Missing
282018,Nairobi,-1,-1,Kayole,35-44,Female,Non-migrant,Primary,Employed
282025,Nairobi,-1,-1,Kayole,18-24,Male,Non-migrant,Missing,Employed
282029,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Secondary,Missing
282034,Johannesburg,Katlehong,-1,-1,45-54,Female,Migrant,Secondary,Unemployed
282035,Johannesburg,Katlehong,-1,-1,35-44,Female,Non-migrant,Primary,Unemployed
282036,Accra,-1,Madina,-1,35-44,Male,Migrant,Primary,Missing
282040,Nairobi,-1,-1,Kayole,45-54,Female,Migrant,Secondary,Employed
282046,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Secondary,Missing
282048,Nairobi,-1,-1,Kayole,18-24,Female,Non-migrant,Secondary,Employed
282052,Nairobi,-1,-1,Kayole,18-24,Male,Non-migrant,Primary,Missing
282053,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Tertiary,Employed
282054,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Missing
282055,Nairobi,-1,-1,Kayole,25-34,Female,Non-migrant,Primary,Missing
282056,Nairobi,-1,-1,Kayole,25-34,Male,Non-migrant,Primary,Employed
282064,Nairobi,-1,-1,Kayole,35-44,Male,Non-migrant,Missing,Missing
282065,Nairobi,-1,-1,Kayole,18-24,Female,Non-migrant,Tertiary,Missing
282066,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Primary,Missing
282074,Johannesburg,Katlehong,-1,-1,55+,Male,Migrant,Primary,Unemployed
282075,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Missing
282076,Johannesburg,Katlehong,-1,-1,18-24,Male,Migrant,Secondary,Unemployed
282077,Johannesburg,Katlehong,-1,-1,25-34,Female,Non-migrant,Primary,Employed
282078,Johannesburg,Katlehong,-1,-1,25-34,Male,Non-migrant,Primary,Employed
282079,Johannesburg,Katlehong,-1,-1,55+,Male,Non-migrant,Primary,Unemployed
282080,Johannesburg,Katlehong,-1,-1,55+,Male,Migrant,Primary,Unemployed
282081,Johannesburg,Katlehong,-1,-1,35-44,Female,Migrant,Secondary,Missing
282082,Johannesburg,Katlehong,-1,-1,35-44,Male,Migrant,Secondary,Unemployed
282084,Johannesburg,Katlehong,-1,-1,35-44,Female,Migrant,Missing,Unemployed
282085,Johannesburg,Katlehong,-1,-1,35-44,Male,Migrant,Missing,Missing
282086,Johannesburg,Katlehong,-1,-1,55+,Female,Migrant,Missing,Unemployed
282087,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Tertiary,Employed
282088,Johannesburg,Katlehong,-1,-1,45-54,Female,Migrant,Missing,Missing
282089,Johannesburg,Katlehong,-1,-1,35-44,Female,Migrant,Secondary,Unemployed
282092,Accra,-1,Madina,-1,35-44,Male,Migrant,No formal schooling,Missing
282093,Nairobi,-1,-1,Kayole,25-34,Male,Non-migrant,Tertiary,Employed
282095,Accra,-1,Madina,-1,25-34,Female,Non-migrant,Secondary,Missing
282096,Accra,-1,Madina,-1,25-34,Female,Migrant,Tertiary,Unemployed
282395,Nairobi,-1,-1,Kayole,35-44,Male,Migrant,Tertiary,Missing
282396,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Tertiary,Employed
282397,Nairobi,-1,-1,Kayole,18-24,Female,Non-migrant,Primary,Missing
282398,Nairobi,-1,-1,Kayole,25-34,Female,Non-migrant,Secondary,Employed
282399,Nairobi,-1,-1,Kayole,18-24,Female,Migrant,Secondary,Missing
282459,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Tertiary,Unemployed
282480,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Secondary,Employed
282491,Nairobi,-1,-1,Kayole,25-34,Male,Non-migrant,Secondary,Missing
282500,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Secondary,Missing
282502,Nairobi,-1,-1,Kayole,25-34,Male,Non-migrant,Secondary,Employed
282503,Nairobi,-1,-1,Kayole,18-24,Female,Migrant,Secondary,Missing
282515,Nairobi,-1,-1,Kayole,35-44,Male,Migrant,Primary,Employed
282520,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Secondary,Missing
282524,Nairobi,-1,-1,Kayole,25-34,Female,Non-migrant,Secondary,Missing
282525,Nairobi,-1,-1,Kayole,35-44,Male,Migrant,Missing,Employed
282539,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Tertiary,Unemployed
282540,Nairobi,-1,-1,Kayole,35-44,Female,Non-migrant,Primary,Employed
282543,Nairobi,-1,-1,Kayole,25-34,Female,Non-migrant,Primary,Missing
282545,Nairobi,-1,-1,Kayole,18-24,Female,Non-migrant,Primary,Employed
